,dateFrom,dateTo,flightFrom,flightTo,price,airline,flightDur,stayLen,searchAdv
4168,2018-06-15,2018-07-14,WAW,ICN,2610,Turkish Airlines,21,29,242
4169,2018-06-15,2018-07-14,WAW,ICN,2610,Turkish Airlines,14,29,242
4170,2018-07-01,2018-07-28,WAW,ICN,2313,Turkish Airlines,14,27,258
4171,2018-07-01,2018-07-28,WAW,ICN,3715,Finnair,12,27,258
4172,2018-07-01,2018-07-28,WAW,ICN,3849,Lufthansa,13,27,258
4173,2018-07-01,2018-07-28,WAW,ICN,2313,Turkish Airlines,14,27,258
4174,2018-07-01,2018-07-28,WAW,ICN,2313,Turkish Airlines,19,27,258
4175,2018-07-01,2018-07-28,WAW,ICN,2313,Turkish Airlines,19,27,258
4176,2018-07-01,2018-07-28,WAW,ICN,2631,Turkish Airlines,16,27,258
4177,2018-07-01,2018-07-28,WAW,ICN,2631,Turkish Airlines,16,27,258
4178,2018-07-01,2018-07-28,WAW,ICN,2631,Turkish Airlines,14,27,258
4179,2018-07-01,2018-07-28,WAW,ICN,2631,Turkish Airlines,21,27,258
4180,2018-07-02,2018-07-29,WAW,ICN,2292,Turkish Airlines,19,27,259
4181,2018-07-02,2018-07-29,WAW,ICN,3067,LOT,9,27,259
4182,2018-07-02,2018-07-29,WAW,ICN,2292,Turkish Airlines,19,27,259
4183,2018-07-02,2018-07-29,WAW,ICN,2728,Air China,14,27,259
4184,2018-07-02,2018-07-29,WAW,ICN,2728,Air China,14,27,259
4185,2018-07-02,2018-07-29,WAW,ICN,2728,Air China,17,27,259
4186,2018-07-02,2018-07-29,WAW,ICN,2728,Air China,14,27,259
4187,2018-07-02,2018-07-29,WAW,ICN,2728,Air China,14,27,259
4188,2018-07-02,2018-07-29,WAW,ICN,2728,Air China,17,27,259
4189,2018-07-02,2018-07-29,WAW,ICN,2728,Air China,19,27,259
4190,2018-07-03,2018-07-30,WAW,ICN,2907,Turkish Airlines,21,27,260
4191,2018-07-03,2018-07-30,WAW,ICN,3137,Lufthansa,13,27,260
4192,2018-07-03,2018-07-30,WAW,ICN,3311,Finnair,12,27,260
4193,2018-07-03,2018-07-30,WAW,ICN,2907,Turkish Airlines,21,27,260
4194,2018-07-03,2018-07-30,WAW,ICN,3109,Emirates,18,27,260
4195,2018-07-03,2018-07-30,WAW,ICN,3115,Lufthansa,16,27,260
4196,2018-07-03,2018-07-30,WAW,ICN,3115,Lufthansa,16,27,260
4197,2018-07-03,2018-07-30,WAW,ICN,3124,Lufthansa,19,27,260
4198,2018-07-03,2018-07-30,WAW,ICN,3124,Lufthansa,19,27,260
4199,2018-07-03,2018-07-30,WAW,ICN,3124,Lufthansa,20,27,260
4200,2018-07-04,2018-07-31,WAW,ICN,2175,Turkish Airlines,19,27,261
4201,2018-07-04,2018-07-31,WAW,ICN,2932,Finnair,12,27,261
4202,2018-07-04,2018-07-31,WAW,ICN,3164,LOT,9,27,261
4203,2018-07-04,2018-07-31,WAW,ICN,2531,Alitalia,39,27,261
4204,2018-07-04,2018-07-31,WAW,ICN,2536,Alitalia,39,27,261
4205,2018-07-04,2018-07-31,WAW,ICN,2536,Alitalia,39,27,261
4206,2018-07-04,2018-07-31,WAW,ICN,2541,Alitalia,39,27,261
4207,2018-07-04,2018-07-31,WAW,ICN,2653,Air China,14,27,261
4208,2018-07-04,2018-07-31,WAW,ICN,2653,Air China,14,27,261
4209,2018-07-04,2018-07-31,WAW,ICN,2653,Air China,17,27,261
4210,2018-07-05,2018-08-01,WAW,ICN,2239,Turkish Airlines,14,27,262
4211,2018-07-05,2018-08-01,WAW,ICN,2542,Turkish Airlines,16,27,262
4212,2018-07-05,2018-08-01,WAW,ICN,2573,Alitalia,39,27,262
4213,2018-07-05,2018-08-01,WAW,ICN,2531,Alitalia,39,27,262
4214,2018-07-05,2018-08-01,WAW,ICN,2175,Turkish Airlines,19,27,262
4215,2018-07-05,2018-08-01,WAW,ICN,3267,LOT,9,27,262
4216,2018-07-06,2018-08-02,WAW,ICN,2239,Turkish Airlines,14,27,263
4217,2018-07-06,2018-08-02,WAW,ICN,2892,LOT,9,27,263
4218,2018-07-06,2018-08-02,WAW,ICN,3028,Aeroflot,15,27,263
4219,2018-07-06,2018-08-02,WAW,ICN,2239,Turkish Airlines,19,27,263
4220,2018-07-06,2018-08-02,WAW,ICN,2542,Turkish Airlines,16,27,263
4221,2018-07-06,2018-08-02,WAW,ICN,2542,Turkish Airlines,14,27,263
4222,2018-07-06,2018-08-02,WAW,ICN,2542,Turkish Airlines,21,27,263
4223,2018-07-06,2018-08-02,WAW,ICN,2542,Turkish Airlines,19,27,263
4224,2018-07-06,2018-08-02,WAW,ICN,2679,Alitalia,39,27,263
4225,2018-07-06,2018-08-02,WAW,ICN,2684,Alitalia,39,27,263
4226,2018-07-07,2018-08-03,WAW,ICN,2728,Air China,14,27,264
4227,2018-07-07,2018-08-03,WAW,ICN,2967,LOT,9,27,264
4228,2018-07-07,2018-08-03,WAW,ICN,2728,Air China,15,27,264
4229,2018-07-07,2018-08-03,WAW,ICN,2728,Air China,14,27,264
4230,2018-07-07,2018-08-03,WAW,ICN,2728,Air China,17,27,264
4231,2018-07-07,2018-08-03,WAW,ICN,2728,Air China,15,27,264
4232,2018-07-07,2018-08-03,WAW,ICN,2728,Air China,14,27,264
4233,2018-07-07,2018-08-03,WAW,ICN,2728,Air China,19,27,264
4234,2018-07-07,2018-08-03,WAW,ICN,2728,Air China,17,27,264
4235,2018-07-07,2018-08-03,WAW,ICN,2728,Air China,15,27,264
4236,2018-07-08,2018-08-04,WAW,ICN,2215,Turkish Airlines,14,27,265
4237,2018-07-08,2018-08-04,WAW,ICN,2215,Turkish Airlines,14,27,265
4238,2018-07-08,2018-08-04,WAW,ICN,2215,Turkish Airlines,19,27,265
4239,2018-07-08,2018-08-04,WAW,ICN,2215,Turkish Airlines,19,27,265
4240,2018-07-08,2018-08-04,WAW,ICN,2526,Turkish Airlines,16,27,265
4241,2018-07-08,2018-08-04,WAW,ICN,2526,Turkish Airlines,16,27,265
4242,2018-07-08,2018-08-04,WAW,ICN,2526,Turkish Airlines,14,27,265
4243,2018-07-08,2018-08-04,WAW,ICN,2526,Turkish Airlines,21,27,265
4244,2018-07-09,2018-08-05,WAW,ICN,2276,Turkish Airlines,19,27,266
4245,2018-07-09,2018-08-05,WAW,ICN,2960,Aeroflot,15,27,266
4246,2018-07-09,2018-08-05,WAW,ICN,2995,LOT,9,27,266
4247,2018-07-09,2018-08-05,WAW,ICN,2531,Alitalia,39,27,266
4248,2018-07-09,2018-08-05,WAW,ICN,2536,Alitalia,39,27,266
4249,2018-07-09,2018-08-05,WAW,ICN,2536,Alitalia,39,27,266
4250,2018-07-09,2018-08-05,WAW,ICN,2541,Alitalia,39,27,266
4251,2018-07-09,2018-08-05,WAW,ICN,2631,Turkish Airlines,19,27,266
4252,2018-07-09,2018-08-05,WAW,ICN,2653,Air China,14,27,266
4253,2018-07-09,2018-08-05,WAW,ICN,2653,Air China,14,27,266
4254,2018-07-10,2018-08-06,WAW,ICN,2573,Alitalia,39,27,267
4255,2018-07-10,2018-08-06,WAW,ICN,3045,Finnair,12,27,267
4256,2018-07-10,2018-08-06,WAW,ICN,2578,Alitalia,39,27,267
4257,2018-07-10,2018-08-06,WAW,ICN,2578,Alitalia,39,27,267
4258,2018-07-10,2018-08-06,WAW,ICN,2583,Alitalia,39,27,267
4259,2018-07-10,2018-08-06,WAW,ICN,2805,Emirates,18,27,267
4260,2018-07-10,2018-08-06,WAW,ICN,2810,Lufthansa,35,27,267
4261,2018-07-10,2018-08-06,WAW,ICN,2810,Lufthansa,35,27,267
4262,2018-07-10,2018-08-06,WAW,ICN,2810,Lufthansa,35,27,267
4263,2018-07-11,2018-08-07,WAW,ICN,2270,Turkish Airlines,19,27,268
4264,2018-07-11,2018-08-07,WAW,ICN,2967,LOT,9,27,268
4265,2018-07-11,2018-08-07,WAW,ICN,2728,Air China,14,27,268
4266,2018-07-11,2018-08-07,WAW,ICN,2728,Air China,14,27,268
4267,2018-07-11,2018-08-07,WAW,ICN,2728,Air China,17,27,268
4268,2018-07-11,2018-08-07,WAW,ICN,2728,Air China,14,27,268
4269,2018-07-11,2018-08-07,WAW,ICN,2728,Air China,17,27,268
4270,2018-07-11,2018-08-07,WAW,ICN,2728,Air China,19,27,268
4271,2018-07-11,2018-08-07,WAW,ICN,2728,Air China,19,27,268
4272,2018-07-11,2018-08-07,WAW,ICN,2728,Air China,17,27,268
4273,2018-07-12,2018-08-08,WAW,ICN,2270,Turkish Airlines,14,27,269
4274,2018-07-12,2018-08-08,WAW,ICN,3162,Lufthansa,13,27,269
4275,2018-07-12,2018-08-08,WAW,ICN,3914,Finnair,12,27,269
4276,2018-07-12,2018-08-08,WAW,ICN,2270,Turkish Airlines,19,27,269
4277,2018-07-12,2018-08-08,WAW,ICN,2589,Turkish Airlines,16,27,269
4278,2018-07-12,2018-08-08,WAW,ICN,2589,Turkish Airlines,21,27,269
4279,2018-07-12,2018-08-08,WAW,ICN,2674,Turkish Airlines,14,27,269
4280,2018-07-12,2018-08-08,WAW,ICN,2674,Turkish Airlines,19,27,269
4281,2018-07-12,2018-08-08,WAW,ICN,2909,Emirates,18,27,269
4282,2018-07-12,2018-08-08,WAW,ICN,2909,Emirates,25,27,269
4283,2018-07-13,2018-08-09,WAW,ICN,2196,Turkish Airlines,14,27,270
4284,2018-07-13,2018-08-09,WAW,ICN,2820,LOT,9,27,270
4285,2018-07-13,2018-08-09,WAW,ICN,2196,Turkish Airlines,19,27,270
4286,2018-07-13,2018-08-09,WAW,ICN,2482,Turkish Airlines,16,27,270
4287,2018-07-13,2018-08-09,WAW,ICN,2482,Turkish Airlines,14,27,270
4288,2018-07-13,2018-08-09,WAW,ICN,2482,Turkish Airlines,21,27,270
4289,2018-07-13,2018-08-09,WAW,ICN,2482,Turkish Airlines,19,27,270
4290,2018-07-13,2018-08-09,WAW,ICN,2653,Air China,13,27,270
4291,2018-07-13,2018-08-09,WAW,ICN,2653,Air China,14,27,270
4292,2018-07-13,2018-08-09,WAW,ICN,2653,Air China,13,27,270
4293,2018-07-14,2018-08-10,WAW,ICN,2728,Air China,14,27,271
4294,2018-07-14,2018-08-10,WAW,ICN,2892,LOT,9,27,271
4295,2018-07-14,2018-08-10,WAW,ICN,3178,Finnair,12,27,271
4296,2018-07-14,2018-08-10,WAW,ICN,2728,Air China,15,27,271
4297,2018-07-14,2018-08-10,WAW,ICN,2728,Air China,14,27,271
4298,2018-07-14,2018-08-10,WAW,ICN,2728,Air China,17,27,271
4299,2018-07-14,2018-08-10,WAW,ICN,2728,Air China,15,27,271
4300,2018-07-14,2018-08-10,WAW,ICN,2728,Air China,14,27,271
4301,2018-07-14,2018-08-10,WAW,ICN,2728,Air China,19,27,271
4302,2018-07-14,2018-08-10,WAW,ICN,2728,Air China,17,27,271
4303,2018-07-15,2018-08-11,WAW,ICN,2237,Turkish Airlines,14,27,272
4304,2018-07-15,2018-08-11,WAW,ICN,3186,Aeroflot,15,27,272
4305,2018-07-15,2018-08-11,WAW,ICN,2237,Turkish Airlines,14,27,272
4306,2018-07-15,2018-08-11,WAW,ICN,2237,Turkish Airlines,19,27,272
4307,2018-07-15,2018-08-11,WAW,ICN,2237,Turkish Airlines,19,27,272
4308,2018-07-15,2018-08-11,WAW,ICN,2522,Turkish Airlines,16,27,272
4309,2018-07-15,2018-08-11,WAW,ICN,2522,Turkish Airlines,16,27,272
4310,2018-07-15,2018-08-11,WAW,ICN,2522,Turkish Airlines,14,27,272
4311,2018-07-15,2018-08-11,WAW,ICN,2522,Turkish Airlines,21,27,272
4312,2018-07-01,2018-07-29,WAW,ICN,2215,Turkish Airlines,14,28,258
4313,2018-07-01,2018-07-29,WAW,ICN,2215,Turkish Airlines,14,28,258
4314,2018-07-01,2018-07-29,WAW,ICN,2215,Turkish Airlines,19,28,258
4315,2018-07-01,2018-07-29,WAW,ICN,2215,Turkish Airlines,19,28,258
4316,2018-07-01,2018-07-29,WAW,ICN,2522,Turkish Airlines,16,28,258
4317,2018-07-01,2018-07-29,WAW,ICN,2522,Turkish Airlines,16,28,258
4318,2018-07-01,2018-07-29,WAW,ICN,2522,Turkish Airlines,21,28,258
4319,2018-07-01,2018-07-29,WAW,ICN,2522,Turkish Airlines,21,28,258
4320,2018-07-02,2018-07-30,WAW,ICN,2589,Turkish Airlines,19,28,259
4321,2018-07-02,2018-07-30,WAW,ICN,3391,Lufthansa,13,28,259
4322,2018-07-02,2018-07-30,WAW,ICN,4159,Czech Airlines,14,28,259
4323,2018-07-02,2018-07-30,WAW,ICN,2589,Turkish Airlines,19,28,259
4324,2018-07-02,2018-07-30,WAW,ICN,3109,Emirates,18,28,259
4325,2018-07-02,2018-07-30,WAW,ICN,3267,Air France,17,28,259
4326,2018-07-02,2018-07-30,WAW,ICN,3267,Air France,17,28,259
4327,2018-07-02,2018-07-30,WAW,ICN,3287,Air China,14,28,259
4328,2018-07-02,2018-07-30,WAW,ICN,3287,Air China,17,28,259
4329,2018-07-02,2018-07-30,WAW,ICN,3287,Air China,19,28,259
4330,2018-07-03,2018-07-31,WAW,ICN,2589,Turkish Airlines,21,28,260
4331,2018-07-03,2018-07-31,WAW,ICN,3045,Finnair,12,28,260
4332,2018-07-03,2018-07-31,WAW,ICN,3389,Korean Air,13,28,260
4333,2018-07-03,2018-07-31,WAW,ICN,2907,Finnair,14,28,260
4334,2018-07-03,2018-07-31,WAW,ICN,3031,Air France,17,28,260
4335,2018-07-03,2018-07-31,WAW,ICN,3031,Air France,17,28,260
4336,2018-07-03,2018-07-31,WAW,ICN,3031,Air France,17,28,260
4337,2018-07-03,2018-07-31,WAW,ICN,3031,Air France,17,28,260
4338,2018-07-03,2018-07-31,WAW,ICN,3036,Air France,17,28,260
4339,2018-07-03,2018-07-31,WAW,ICN,3036,Air France,17,28,260
4340,2018-07-04,2018-08-01,WAW,ICN,2270,Turkish Airlines,19,28,261
4341,2018-07-04,2018-08-01,WAW,ICN,3035,Lufthansa,13,28,261
4342,2018-07-04,2018-08-01,WAW,ICN,3414,Finnair,12,28,261
4343,2018-07-04,2018-08-01,WAW,ICN,2674,Turkish Airlines,19,28,261
4344,2018-07-04,2018-08-01,WAW,ICN,2925,Lufthansa,13,28,261
4345,2018-07-04,2018-08-01,WAW,ICN,2925,Lufthansa,18,28,261
4346,2018-07-04,2018-08-01,WAW,ICN,2947,Lufthansa,13,28,261
4347,2018-07-04,2018-08-01,WAW,ICN,2947,Lufthansa,18,28,261
4348,2018-07-04,2018-08-01,WAW,ICN,2980,Lufthansa,13,28,261
4349,2018-07-04,2018-08-01,WAW,ICN,2980,Lufthansa,18,28,261
4350,2018-07-05,2018-08-02,WAW,ICN,2270,Turkish Airlines,14,28,262
4351,2018-07-05,2018-08-02,WAW,ICN,2892,LOT,9,28,262
4352,2018-07-05,2018-08-02,WAW,ICN,2270,Turkish Airlines,19,28,262
4353,2018-07-05,2018-08-02,WAW,ICN,2589,Turkish Airlines,16,28,262
4354,2018-07-05,2018-08-02,WAW,ICN,2589,Turkish Airlines,14,28,262
4355,2018-07-05,2018-08-02,WAW,ICN,2589,Turkish Airlines,21,28,262
4356,2018-07-05,2018-08-02,WAW,ICN,2589,Turkish Airlines,19,28,262
4357,2018-07-05,2018-08-02,WAW,ICN,2815,Lufthansa,16,28,262
4358,2018-07-05,2018-08-02,WAW,ICN,2824,Lufthansa,16,28,262
4359,2018-07-05,2018-08-02,WAW,ICN,2907,Turkish Airlines,16,28,262
4360,2018-07-06,2018-08-03,WAW,ICN,2674,Turkish Airlines,14,28,263
4361,2018-07-06,2018-08-03,WAW,ICN,2892,LOT,9,28,263
4362,2018-07-06,2018-08-03,WAW,ICN,2674,Turkish Airlines,14,28,263
4363,2018-07-06,2018-08-03,WAW,ICN,2674,Turkish Airlines,19,28,263
4364,2018-07-06,2018-08-03,WAW,ICN,2674,Turkish Airlines,19,28,263
4365,2018-07-06,2018-08-03,WAW,ICN,2728,Air China,13,28,263
4366,2018-07-06,2018-08-03,WAW,ICN,2728,Air China,14,28,263
4367,2018-07-06,2018-08-03,WAW,ICN,2728,Air China,13,28,263
4368,2018-07-06,2018-08-03,WAW,ICN,2728,Air China,14,28,263
4369,2018-07-06,2018-08-03,WAW,ICN,2728,Air China,17,28,263
4370,2018-07-07,2018-08-04,WAW,ICN,2665,Turkish Airlines,16,28,264
4371,2018-07-07,2018-08-04,WAW,ICN,3142,LOT,9,28,264
4372,2018-07-07,2018-08-04,WAW,ICN,2665,Turkish Airlines,16,28,264
4373,2018-07-07,2018-08-04,WAW,ICN,2665,Turkish Airlines,21,28,264
4374,2018-07-07,2018-08-04,WAW,ICN,2665,Turkish Airlines,21,28,264
4375,2018-07-07,2018-08-04,WAW,ICN,2679,Alitalia,39,28,264
4376,2018-07-07,2018-08-04,WAW,ICN,2684,Alitalia,39,28,264
4377,2018-07-07,2018-08-04,WAW,ICN,2684,Alitalia,39,28,264
4378,2018-07-07,2018-08-04,WAW,ICN,2689,Alitalia,39,28,264
4379,2018-07-08,2018-08-05,WAW,ICN,2215,Turkish Airlines,14,28,265
4380,2018-07-08,2018-08-05,WAW,ICN,3140,Aeroflot,15,28,265
4381,2018-07-08,2018-08-05,WAW,ICN,2215,Turkish Airlines,19,28,265
4382,2018-07-08,2018-08-05,WAW,ICN,2539,Turkish Airlines,14,28,265
4383,2018-07-08,2018-08-05,WAW,ICN,2855,Turkish Airlines,16,28,265
4384,2018-07-08,2018-08-05,WAW,ICN,3019,Air France,17,28,265
4385,2018-07-08,2018-08-05,WAW,ICN,3019,Air France,17,28,265
4386,2018-07-08,2018-08-05,WAW,ICN,3050,Korean Air,13,28,265
4387,2018-07-09,2018-08-06,WAW,ICN,2564,Turkish Airlines,19,28,266
4388,2018-07-09,2018-08-06,WAW,ICN,2960,Aeroflot,15,28,266
4389,2018-07-09,2018-08-06,WAW,ICN,3178,Finnair,12,28,266
4390,2018-07-09,2018-08-06,WAW,ICN,2960,Aeroflot,18,28,266
4391,2018-07-09,2018-08-06,WAW,ICN,2983,Korean Air,14,28,266
4392,2018-07-09,2018-08-06,WAW,ICN,3045,Finnair,14,28,266
4393,2018-07-09,2018-08-06,WAW,ICN,3065,Air France,17,28,266
4394,2018-07-09,2018-08-06,WAW,ICN,3065,Air France,17,28,266
4395,2018-07-10,2018-08-07,WAW,ICN,2488,Turkish Airlines,21,28,267
4396,2018-07-10,2018-08-07,WAW,ICN,2774,Finnair,12,28,267
4397,2018-07-10,2018-08-07,WAW,ICN,2534,Alitalia,39,28,267
4398,2018-07-10,2018-08-07,WAW,ICN,2539,Alitalia,39,28,267
4399,2018-07-10,2018-08-07,WAW,ICN,2539,Alitalia,39,28,267
4400,2018-07-10,2018-08-07,WAW,ICN,2544,Alitalia,39,28,267
4401,2018-07-10,2018-08-07,WAW,ICN,2713,Finnair,12,28,267
4402,2018-07-10,2018-08-07,WAW,ICN,2713,Finnair,14,28,267
4403,2018-07-10,2018-08-07,WAW,ICN,2713,Finnair,29,28,267
4404,2018-07-11,2018-08-08,WAW,ICN,2270,Turkish Airlines,19,28,268
4405,2018-07-11,2018-08-08,WAW,ICN,3162,Lufthansa,13,28,268
4406,2018-07-11,2018-08-08,WAW,ICN,3414,Finnair,12,28,268
4407,2018-07-11,2018-08-08,WAW,ICN,2674,Turkish Airlines,19,28,268
4408,2018-07-11,2018-08-08,WAW,ICN,2909,Emirates,18,28,268
4409,2018-07-11,2018-08-08,WAW,ICN,2914,Finnair,12,28,268
4410,2018-07-11,2018-08-08,WAW,ICN,2914,Finnair,12,28,268
4411,2018-07-11,2018-08-08,WAW,ICN,2914,Finnair,14,28,268
4412,2018-07-11,2018-08-08,WAW,ICN,2914,Finnair,14,28,268
4413,2018-07-11,2018-08-08,WAW,ICN,2947,Lufthansa,13,28,268
4414,2018-07-12,2018-08-09,WAW,ICN,2270,Turkish Airlines,14,28,269
4415,2018-07-12,2018-08-09,WAW,ICN,2892,LOT,9,28,269
4416,2018-07-12,2018-08-09,WAW,ICN,2907,Finnair,12,28,269
4417,2018-07-12,2018-08-09,WAW,ICN,2270,Turkish Airlines,19,28,269
4418,2018-07-12,2018-08-09,WAW,ICN,2589,Turkish Airlines,16,28,269
4419,2018-07-12,2018-08-09,WAW,ICN,2589,Turkish Airlines,14,28,269
4420,2018-07-12,2018-08-09,WAW,ICN,2589,Turkish Airlines,21,28,269
4421,2018-07-12,2018-08-09,WAW,ICN,2589,Turkish Airlines,19,28,269
4422,2018-07-12,2018-08-09,WAW,ICN,2907,Turkish Airlines,16,28,269
4423,2018-07-12,2018-08-09,WAW,ICN,2907,Turkish Airlines,21,28,269
4424,2018-07-13,2018-08-10,WAW,ICN,2674,Turkish Airlines,14,28,270
4425,2018-07-13,2018-08-10,WAW,ICN,2892,LOT,9,28,270
4426,2018-07-13,2018-08-10,WAW,ICN,2674,Turkish Airlines,14,28,270
4427,2018-07-13,2018-08-10,WAW,ICN,2674,Turkish Airlines,19,28,270
4428,2018-07-13,2018-08-10,WAW,ICN,2674,Turkish Airlines,19,28,270
4429,2018-07-13,2018-08-10,WAW,ICN,2728,Air China,13,28,270
4430,2018-07-13,2018-08-10,WAW,ICN,2728,Air China,14,28,270
4431,2018-07-13,2018-08-10,WAW,ICN,2728,Air China,13,28,270
4432,2018-07-13,2018-08-10,WAW,ICN,2728,Air China,14,28,270
4433,2018-07-13,2018-08-10,WAW,ICN,2728,Air China,17,28,270
4434,2018-07-14,2018-08-11,WAW,ICN,2640,Alitalia,39,28,271
4435,2018-07-14,2018-08-11,WAW,ICN,2974,LOT,9,28,271
4436,2018-07-14,2018-08-11,WAW,ICN,2645,Alitalia,39,28,271
4437,2018-07-14,2018-08-11,WAW,ICN,2645,Alitalia,39,28,271
4438,2018-07-14,2018-08-11,WAW,ICN,2650,Alitalia,39,28,271
4439,2018-07-14,2018-08-11,WAW,ICN,2658,Turkish Airlines,16,28,271
4440,2018-07-14,2018-08-11,WAW,ICN,2658,Turkish Airlines,21,28,271
4441,2018-07-14,2018-08-11,WAW,ICN,2663,Turkish Airlines,21,28,271
4442,2018-07-14,2018-08-11,WAW,ICN,2668,Turkish Airlines,16,28,271
4443,2018-07-15,2018-08-12,WAW,ICN,2313,Turkish Airlines,14,28,272
4444,2018-07-15,2018-08-12,WAW,ICN,3389,Korean Air,13,28,272
4445,2018-07-15,2018-08-12,WAW,ICN,3391,Lufthansa,13,28,272
4446,2018-07-15,2018-08-12,WAW,ICN,2313,Turkish Airlines,19,28,272
4447,2018-07-15,2018-08-12,WAW,ICN,2508,Turkish Airlines,14,28,272
4448,2018-07-15,2018-08-12,WAW,ICN,2508,Turkish Airlines,19,28,272
4449,2018-07-15,2018-08-12,WAW,ICN,2631,Turkish Airlines,16,28,272
4450,2018-07-15,2018-08-12,WAW,ICN,2631,Turkish Airlines,21,28,272
4451,2018-07-15,2018-08-12,WAW,ICN,2826,Turkish Airlines,16,28,272
4452,2018-07-15,2018-08-12,WAW,ICN,2826,Turkish Airlines,21,28,272
4453,2018-07-01,2018-07-30,WAW,ICN,2610,Turkish Airlines,14,29,258
4454,2018-07-01,2018-07-30,WAW,ICN,3391,Lufthansa,13,29,258
4455,2018-07-01,2018-07-30,WAW,ICN,3582,Finnair,12,29,258
4456,2018-07-01,2018-07-30,WAW,ICN,2610,Turkish Airlines,14,29,258
4457,2018-07-01,2018-07-30,WAW,ICN,2610,Turkish Airlines,19,29,258
4458,2018-07-01,2018-07-30,WAW,ICN,2610,Turkish Airlines,19,29,258
4459,2018-07-01,2018-07-30,WAW,ICN,2928,Turkish Airlines,16,29,258
4460,2018-07-01,2018-07-30,WAW,ICN,2928,Turkish Airlines,16,29,258
4461,2018-07-01,2018-07-30,WAW,ICN,2928,Turkish Airlines,21,29,258
4462,2018-07-01,2018-07-30,WAW,ICN,2928,Turkish Airlines,21,29,258
4463,2018-07-02,2018-07-31,WAW,ICN,2270,Turkish Airlines,19,29,259
4464,2018-07-02,2018-07-31,WAW,ICN,3192,LOT,9,29,259
4465,2018-07-02,2018-07-31,WAW,ICN,3389,Korean Air,14,29,259
4466,2018-07-02,2018-07-31,WAW,ICN,2728,Air China,14,29,259
4467,2018-07-02,2018-07-31,WAW,ICN,2728,Air China,14,29,259
4468,2018-07-02,2018-07-31,WAW,ICN,2728,Air China,17,29,259
4469,2018-07-02,2018-07-31,WAW,ICN,2728,Air China,14,29,259
4470,2018-07-02,2018-07-31,WAW,ICN,2728,Air China,19,29,259
4471,2018-07-02,2018-07-31,WAW,ICN,2728,Air China,17,29,259
4472,2018-07-02,2018-07-31,WAW,ICN,2728,Air China,19,29,259
4473,2018-07-03,2018-08-01,WAW,ICN,2482,Turkish Airlines,21,29,260
4474,2018-07-03,2018-08-01,WAW,ICN,3178,Finnair,12,29,260
4475,2018-07-03,2018-08-01,WAW,ICN,2534,Alitalia,39,29,260
4476,2018-07-03,2018-08-01,WAW,ICN,2539,Alitalia,39,29,260
4477,2018-07-03,2018-08-01,WAW,ICN,2539,Alitalia,39,29,260
4478,2018-07-03,2018-08-01,WAW,ICN,2544,Alitalia,39,29,260
4479,2018-07-03,2018-08-01,WAW,ICN,2821,Etihad Airways,39,29,260
4480,2018-07-03,2018-08-01,WAW,ICN,2836,Lufthansa,16,29,260
4481,2018-07-03,2018-08-01,WAW,ICN,2836,Lufthansa,19,29,260
4482,2018-07-04,2018-08-02,WAW,ICN,2239,Turkish Airlines,19,29,261
4483,2018-07-04,2018-08-02,WAW,ICN,2967,LOT,9,29,261
4484,2018-07-04,2018-08-02,WAW,ICN,3045,Finnair,12,29,261
4485,2018-07-04,2018-08-02,WAW,ICN,2542,Turkish Airlines,19,29,261
4486,2018-07-04,2018-08-02,WAW,ICN,2573,Alitalia,39,29,261
4487,2018-07-04,2018-08-02,WAW,ICN,2578,Alitalia,39,29,261
4488,2018-07-04,2018-08-02,WAW,ICN,2578,Alitalia,39,29,261
4489,2018-07-04,2018-08-02,WAW,ICN,2583,Alitalia,39,29,261
4490,2018-07-04,2018-08-02,WAW,ICN,2707,Air China,14,29,261
4491,2018-07-04,2018-08-02,WAW,ICN,2728,Air China,14,29,261
4492,2018-07-05,2018-08-03,WAW,ICN,2674,Turkish Airlines,14,29,262
4493,2018-07-05,2018-08-03,WAW,ICN,2892,LOT,9,29,262
4494,2018-07-05,2018-08-03,WAW,ICN,2674,Turkish Airlines,14,29,262
4495,2018-07-05,2018-08-03,WAW,ICN,2674,Turkish Airlines,19,29,262
4496,2018-07-05,2018-08-03,WAW,ICN,2674,Turkish Airlines,19,29,262
4497,2018-07-05,2018-08-03,WAW,ICN,2950,Air France,17,29,262
4498,2018-07-05,2018-08-03,WAW,ICN,2950,Air France,17,29,262
4499,2018-07-05,2018-08-03,WAW,ICN,2992,Turkish Airlines,16,29,262
4500,2018-07-05,2018-08-03,WAW,ICN,2992,Turkish Airlines,16,29,262
4501,2018-07-05,2018-08-03,WAW,ICN,2992,Turkish Airlines,21,29,262
4502,2018-07-06,2018-08-04,WAW,ICN,2292,Turkish Airlines,14,29,263
4503,2018-07-06,2018-08-04,WAW,ICN,3067,LOT,9,29,263
4504,2018-07-06,2018-08-04,WAW,ICN,2292,Turkish Airlines,14,29,263
4505,2018-07-06,2018-08-04,WAW,ICN,2292,Turkish Airlines,19,29,263
4506,2018-07-06,2018-08-04,WAW,ICN,2292,Turkish Airlines,19,29,263
4507,2018-07-06,2018-08-04,WAW,ICN,2610,Turkish Airlines,16,29,263
4508,2018-07-06,2018-08-04,WAW,ICN,2610,Turkish Airlines,16,29,263
4509,2018-07-06,2018-08-04,WAW,ICN,2610,Turkish Airlines,14,29,263
