,dateFrom,dateTo,flightFrom,flightTo,price,airline,flightDur,stayLen,searchAdv
0,2017-11-01,2017-11-05,WAW,ICN,3097,Etihad Airways,21,4,53
1,2017-11-01,2017-11-05,WAW,ICN,3226,Etihad Airways,21,4,53
2,2017-11-01,2017-11-05,WAW,ICN,3308,Emirates,19,4,53
3,2017-11-01,2017-11-05,WAW,ICN,3444,Air France,30,4,53
4,2017-11-01,2017-11-05,WAW,ICN,3655,Air France,30,4,53
5,2017-11-01,2017-11-05,WAW,ICN,3705,KLM,18,4,53
6,2017-11-01,2017-11-05,WAW,ICN,3741,Air France,30,4,53
7,2017-11-01,2017-11-05,WAW,ICN,3916,KLM,18,4,53
8,2017-11-01,2017-11-05,WAW,ICN,4043,KLM,25,4,53
9,2017-11-01,2017-11-05,WAW,ICN,5224,Etihad Airways,32,4,53
10,2017-10-01,2017-10-22,WAW,ICN,1830,KLM,14,21,22
11,2017-10-01,2017-10-22,WAW,ICN,1847,KLM,19,21,22
12,2017-10-04,2017-10-25,WAW,ICN,1862,Air France,17,21,25
13,2017-10-06,2017-10-27,WAW,ICN,2050,Lufthansa,16,21,27
14,2017-10-01,2017-10-22,WAW,ICN,2052,KLM,14,21,22
15,2017-10-03,2017-10-24,WAW,ICN,2052,KLM,25,21,24
16,2017-10-03,2017-10-24,WAW,ICN,2293,KLM,14,21,24
17,2017-10-01,2017-10-22,WAW,ICN,2303,Turkish Airlines,14,21,22
18,2017-10-02,2017-10-23,WAW,ICN,2388,KLM,14,21,23
19,2017-10-01,2017-10-22,WAW,ICN,2498,Turkish Airlines,19,21,22
20,2017-10-03,2017-10-24,WAW,ICN,2555,KLM,25,21,24
21,2017-10-02,2017-10-23,WAW,ICN,2579,KLM,14,21,23
22,2017-10-02,2017-10-23,WAW,ICN,2649,KLM,19,21,23
23,2017-10-02,2017-10-23,WAW,ICN,2658,Qatar Airways,15,21,23
24,2017-10-11,2017-11-01,WAW,ICN,2658,Qatar Airways,15,21,32
25,2017-10-03,2017-10-24,WAW,ICN,2663,Finnair,12,21,24
26,2017-10-11,2017-11-01,WAW,ICN,2670,Qatar Airways,15,21,32
27,2017-10-12,2017-11-02,WAW,ICN,2773,Emirates,25,21,33
28,2017-10-04,2017-10-25,WAW,ICN,2843,Qatar Airways,15,21,25
29,2017-10-12,2017-11-02,WAW,ICN,2858,Emirates,18,21,33
30,2017-10-01,2017-10-22,WAW,ICN,2913,Finnair,12,21,22
31,2017-10-04,2017-10-25,WAW,ICN,2978,Emirates,18,21,25
32,2017-10-14,2017-11-04,WAW,ICN,3012,Lufthansa,30,21,35
33,2017-10-13,2017-11-03,WAW,ICN,3051,Qatar Airways,16,21,34
34,2017-10-14,2017-11-04,WAW,ICN,3051,Qatar Airways,16,21,35
35,2017-10-14,2017-11-04,WAW,ICN,3058,Lufthansa,30,21,35
36,2017-10-02,2017-10-23,WAW,ICN,3278,Emirates,18,21,23
37,2017-10-15,2017-11-05,WAW,ICN,3328,Emirates,18,21,36
38,2017-10-10,2017-10-31,WAW,ICN,3387,KLM,14,21,31
39,2017-10-03,2017-10-24,WAW,ICN,3458,Emirates,18,21,24
40,2017-10-04,2017-10-25,WAW,ICN,3538,Finnair,12,21,25
41,2017-10-10,2017-10-31,WAW,ICN,3560,KLM,14,21,31
42,2017-10-06,2017-10-27,WAW,ICN,3561,Qatar Airways,16,21,27
43,2017-10-10,2017-10-31,WAW,ICN,3599,KLM,25,21,31
44,2017-10-11,2017-11-01,WAW,ICN,3810,KLM,19,21,32
45,2017-10-12,2017-11-02,WAW,ICN,3810,KLM,14,21,33
46,2017-10-11,2017-11-01,WAW,ICN,3828,Emirates,18,21,32
47,2017-10-15,2017-11-05,WAW,ICN,3922,Air China,21,21,36
48,2017-10-15,2017-11-05,WAW,ICN,3977,Air China,21,21,36
49,2017-10-11,2017-11-01,WAW,ICN,3982,KLM,19,21,32
50,2017-10-12,2017-11-02,WAW,ICN,4020,LOT,9,21,33
51,2017-10-14,2017-11-04,WAW,ICN,4028,Emirates,18,21,35
52,2017-10-14,2017-11-04,WAW,ICN,4043,KLM,14,21,35
53,2017-10-15,2017-11-05,WAW,ICN,4043,KLM,25,21,36
54,2017-10-14,2017-11-04,WAW,ICN,4067,KLM,19,21,35
55,2017-10-14,2017-11-04,WAW,ICN,4103,Air France,17,21,35
56,2017-10-12,2017-11-02,WAW,ICN,4198,Finnair,12,21,33
57,2017-10-01,2017-10-22,WAW,ICN,4208,Emirates,18,21,22
58,2017-10-15,2017-11-05,WAW,ICN,4254,KLM,19,21,36
59,2017-10-02,2017-10-23,WAW,ICN,4272,Korean Air,14,21,23
60,2017-10-04,2017-10-25,WAW,ICN,4272,Korean Air,14,21,25
61,2017-10-04,2017-10-25,WAW,ICN,4312,KLM,19,21,25
62,2017-10-11,2017-11-01,WAW,ICN,4398,Finnair,12,21,32
63,2017-10-11,2017-11-01,WAW,ICN,4445,KLM,14,21,32
64,2017-10-12,2017-11-02,WAW,ICN,4445,KLM,14,21,33
65,2017-10-12,2017-11-02,WAW,ICN,4465,KLM,14,21,33
66,2017-10-15,2017-11-05,WAW,ICN,4489,KLM,19,21,36
67,2017-10-13,2017-11-03,WAW,ICN,4528,Emirates,18,21,34
68,2017-10-09,2017-10-30,WAW,ICN,4646,Qatar Airways,15,21,30
69,2017-10-03,2017-10-24,WAW,ICN,4655,Korean Air,13,21,24
70,2017-10-13,2017-11-03,WAW,ICN,4673,Finnair,12,21,34
71,2017-10-06,2017-10-27,WAW,ICN,4725,KLM,19,21,27
72,2017-10-12,2017-11-02,WAW,ICN,4816,Air China,21,21,33
73,2017-10-02,2017-10-23,WAW,ICN,4848,Czech Airlines,14,21,23
74,2017-10-03,2017-10-24,WAW,ICN,4848,Czech Airlines,13,21,24
75,2017-10-10,2017-10-31,WAW,ICN,4948,Finnair,12,21,31
76,2017-10-04,2017-10-25,WAW,ICN,5099,KLM,19,21,25
77,2017-10-13,2017-11-03,WAW,ICN,5099,KLM,26,21,34
78,2017-10-10,2017-10-31,WAW,ICN,5109,Korean Air,13,21,31
79,2017-10-13,2017-11-03,WAW,ICN,5124,KLM,26,21,34
80,2017-10-04,2017-10-25,WAW,ICN,5171,KLM,14,21,25
81,2017-10-13,2017-11-03,WAW,ICN,5171,KLM,14,21,34
82,2017-10-14,2017-11-04,WAW,ICN,5182,Qatar Airways,16,21,35
83,2017-10-06,2017-10-27,WAW,ICN,5226,KLM,14,21,27
84,2017-10-02,2017-10-23,WAW,ICN,5233,Finnair,12,21,23
85,2017-10-14,2017-11-04,WAW,ICN,5341,LOT,9,21,35
86,2017-10-09,2017-10-30,WAW,ICN,5420,KLM,14,21,30
87,2017-10-14,2017-11-04,WAW,ICN,5423,Finnair,12,21,35
88,2017-10-12,2017-11-02,WAW,ICN,5640,Etihad Airways,22,21,33
89,2017-10-04,2017-10-25,WAW,ICN,5783,Czech Airlines,14,21,25
90,2017-10-13,2017-11-03,WAW,ICN,5942,Etihad Airways,22,21,34
91,2017-10-09,2017-10-30,WAW,ICN,5946,KLM,19,21,30
92,2017-10-09,2017-10-30,WAW,ICN,6018,KLM,14,21,30
93,2017-10-08,2017-10-29,WAW,ICN,6086,Turkish Airlines,36,21,29
94,2017-10-15,2017-11-05,WAW,ICN,6227,Finnair,12,21,36
95,2017-10-07,2017-10-28,WAW,ICN,6257,Qatar Airways,16,21,28
96,2017-10-07,2017-10-28,WAW,ICN,6269,Qatar Airways,16,21,28
97,2017-10-01,2017-10-22,WAW,ICN,6543,Czech Airlines,13,21,22
98,2017-10-06,2017-10-27,WAW,ICN,6616,KLM,14,21,27
99,2017-10-06,2017-10-27,WAW,ICN,6748,Finnair,12,21,27
100,2017-10-03,2017-10-24,WAW,ICN,6770,Air China,19,21,24
101,2017-10-11,2017-11-01,WAW,ICN,7230,Czech Airlines,14,21,32
102,2017-10-10,2017-10-31,WAW,ICN,7455,Czech Airlines,33,21,31
103,2017-10-08,2017-10-29,WAW,ICN,7930,Turkish Airlines,36,21,29
104,2017-10-07,2017-10-28,WAW,ICN,8282,Air China,18,21,28
105,2017-10-06,2017-10-27,WAW,ICN,8408,Korean Air,14,21,27
106,2017-10-09,2017-10-30,WAW,ICN,8408,Korean Air,14,21,30
107,2017-10-08,2017-10-29,WAW,ICN,8588,Air France,28,21,29
108,2017-10-09,2017-10-30,WAW,ICN,8760,Czech Airlines,32,21,30
109,2017-10-10,2017-10-31,WAW,ICN,8776,Emirates,18,21,31
110,2017-10-09,2017-10-30,WAW,ICN,8871,Emirates,18,21,30
111,2017-10-06,2017-10-27,WAW,ICN,9356,Emirates,18,21,27
112,2017-10-13,2017-11-03,WAW,ICN,9657,Alitalia,19,21,34
113,2017-10-10,2017-10-31,WAW,ICN,9935,Air Canada,47,21,31
114,2017-10-09,2017-10-30,WAW,ICN,11617,Finnair,12,21,30
115,2017-10-07,2017-10-28,WAW,ICN,20067,KLM,14,21,28
116,2017-10-07,2017-10-28,WAW,ICN,20584,KLM,25,21,28
117,2017-10-08,2017-10-29,WAW,ICN,20644,Air France,15,21,29
118,2017-10-08,2017-10-29,WAW,ICN,20683,Air France,25,21,29
119,2017-10-07,2017-10-28,WAW,ICN,20792,KLM,14,21,28
120,2017-10-08,2017-10-29,WAW,ICN,20876,Air France,15,21,29
121,2017-10-01,2017-10-22,WAW,ICN,32725,Emirates,18,21,22
122,2017-10-03,2017-10-24,WAW,ICN,32725,Emirates,18,21,24
123,2017-10-11,2017-11-01,WAW,ICN,32725,Emirates,18,21,32
124,2017-10-12,2017-11-02,WAW,ICN,32725,Emirates,18,21,33
125,2017-10-13,2017-11-03,WAW,ICN,32725,Emirates,18,21,34
126,2017-10-15,2017-11-05,WAW,ICN,32725,Emirates,18,21,36
127,2017-10-15,2017-11-05,WAW,ICN,57431,Delta,39,21,36
128,2017-10-15,2017-11-05,WAW,ICN,57463,Delta,39,21,36
129,2017-10-09,2017-10-30,WAW,ICN,58646,Delta,39,21,30
130,2017-10-10,2017-10-31,WAW,ICN,58646,Delta,39,21,31
131,2017-10-11,2017-11-01,WAW,ICN,58646,Delta,39,21,32
132,2017-10-09,2017-10-30,WAW,ICN,58661,Delta,38,21,30
133,2017-10-10,2017-10-31,WAW,ICN,58661,Delta,38,21,31
134,2017-10-02,2017-10-23,WAW,ICN,60700,Emirates,18,21,23
135,2017-10-06,2017-10-27,WAW,ICN,60700,Emirates,18,21,27
136,2017-10-02,2017-10-23,WAW,ICN,61188,Delta,32,21,23
137,2017-10-07,2017-10-28,WAW,ICN,63844,Delta,29,21,28
138,2017-10-13,2017-11-03,WAW,ICN,63844,Delta,29,21,34
139,2017-10-07,2017-10-28,WAW,ICN,63876,Delta,29,21,28
140,2017-10-07,2017-10-28,WAW,ICN,63912,Delta,29,21,28
141,2017-10-01,2017-10-22,WAW,ICN,64941,Delta,38,21,22
142,2017-10-08,2017-10-29,WAW,ICN,79800,Delta,39,21,29
143,2017-10-08,2017-10-29,WAW,ICN,79832,Delta,39,21,29
144,2017-10-08,2017-10-29,WAW,ICN,79868,Delta,38,21,29
145,2017-10-15,2017-11-05,WAW,ICN,2618,Emirates,18,21,36
146,2017-10-15,2017-11-05,WAW,ICN,2804,Lufthansa,31,21,36
147,2017-10-15,2017-11-05,WAW,ICN,2805,Lufthansa,35,21,36
148,2017-10-15,2017-11-05,WAW,ICN,2829,Lufthansa,35,21,36
149,2017-10-15,2017-11-05,WAW,ICN,2830,Lufthansa,31,21,36
150,2017-10-15,2017-11-05,WAW,ICN,2851,Lufthansa,31,21,36
151,2017-10-15,2017-11-05,WAW,ICN,2956,Lufthansa,39,21,36
152,2017-10-15,2017-11-05,WAW,ICN,2961,Lufthansa,13,21,36
153,2017-10-15,2017-11-05,WAW,ICN,3217,Lufthansa,13,21,36
154,2017-10-15,2017-11-05,WAW,ICN,3805,Air France,28,21,36
155,2017-10-16,2017-11-06,WAW,ICN,2976,Qatar Airways,15,21,37
156,2017-10-16,2017-11-06,WAW,ICN,2978,Emirates,18,21,37
157,2017-10-16,2017-11-06,WAW,ICN,2985,KLM,19,21,37
158,2017-10-16,2017-11-06,WAW,ICN,3155,KLM,25,21,37
159,2017-10-16,2017-11-06,WAW,ICN,3323,KLM,14,21,37
160,2017-10-16,2017-11-06,WAW,ICN,4682,Korean Air,14,21,37
161,2017-10-16,2017-11-06,WAW,ICN,4823,Finnair,12,21,37
162,2017-10-16,2017-11-06,WAW,ICN,5340,Etihad Airways,22,21,37
163,2017-10-16,2017-11-06,WAW,ICN,5783,Czech Airlines,32,21,37
164,2017-10-16,2017-11-06,WAW,ICN,32725,Emirates,18,21,37
165,2017-10-17,2017-11-07,WAW,ICN,2498,Emirates,18,21,38
166,2017-10-17,2017-11-07,WAW,ICN,2579,KLM,14,21,38
167,2017-10-17,2017-11-07,WAW,ICN,2840,KLM,14,21,38
168,2017-10-17,2017-11-07,WAW,ICN,3010,KLM,26,21,38
169,2017-10-17,2017-11-07,WAW,ICN,3288,Finnair,12,21,38
170,2017-10-17,2017-11-07,WAW,ICN,4393,Air China,19,21,38
171,2017-10-17,2017-11-07,WAW,ICN,4665,Air China,19,21,38
172,2017-10-17,2017-11-07,WAW,ICN,5115,Etihad Airways,22,21,38
173,2017-10-17,2017-11-07,WAW,ICN,32725,Emirates,18,21,38
174,2017-10-17,2017-11-07,WAW,ICN,55126,Delta,39,21,38
175,2017-10-18,2017-11-08,WAW,ICN,2070,KLM,14,21,39
176,2017-10-18,2017-11-08,WAW,ICN,2184,KLM,25,21,39
177,2017-10-18,2017-11-08,WAW,ICN,2275,KLM,14,21,39
178,2017-10-18,2017-11-08,WAW,ICN,2498,Emirates,18,21,39
179,2017-10-18,2017-11-08,WAW,ICN,2525,Qatar Airways,15,21,39
180,2017-10-18,2017-11-08,WAW,ICN,3163,Finnair,12,21,39
181,2017-10-18,2017-11-08,WAW,ICN,3381,Korean Air,14,21,39
182,2017-10-18,2017-11-08,WAW,ICN,4375,Czech Airlines,14,21,39
183,2017-10-18,2017-11-08,WAW,ICN,4960,Czech Airlines,32,21,39
184,2017-10-18,2017-11-08,WAW,ICN,5115,Etihad Airways,22,21,39
185,2017-10-21,2017-11-11,WAW,ICN,2808,Qatar Airways,16,21,42
186,2017-10-21,2017-11-11,WAW,ICN,3141,LOT,9,21,42
187,2017-10-21,2017-11-11,WAW,ICN,3328,Emirates,18,21,42
188,2017-10-21,2017-11-11,WAW,ICN,3663,Finnair,12,21,42
189,2017-10-21,2017-11-11,WAW,ICN,3855,KLM,25,21,42
190,2017-10-21,2017-11-11,WAW,ICN,4465,KLM,19,21,42
191,2017-10-21,2017-11-11,WAW,ICN,4489,KLM,19,21,42
192,2017-10-21,2017-11-11,WAW,ICN,6255,Czech Airlines,17,21,42
193,2017-10-21,2017-11-11,WAW,ICN,6593,Czech Airlines,15,21,42
194,2017-10-21,2017-11-11,WAW,ICN,59300,Delta,32,21,42
195,2017-10-22,2017-11-12,WAW,ICN,3423,Emirates,18,21,43
196,2017-10-22,2017-11-12,WAW,ICN,3743,Air China,19,21,43
197,2017-10-22,2017-11-12,WAW,ICN,4043,Air China,19,21,43
198,2017-10-22,2017-11-12,WAW,ICN,4833,KLM,14,21,43
199,2017-10-22,2017-11-12,WAW,ICN,4893,Air France,17,21,43
200,2017-10-22,2017-11-12,WAW,ICN,5099,KLM,26,21,43
201,2017-10-22,2017-11-12,WAW,ICN,6227,Finnair,12,21,43
202,2017-10-22,2017-11-12,WAW,ICN,9657,Alitalia,19,21,43
203,2017-10-22,2017-11-12,WAW,ICN,32725,Emirates,18,21,43
204,2017-10-22,2017-11-12,WAW,ICN,57431,Delta,39,21,43
205,2017-11-27,2017-12-11,WAW,ICN,2314,KLM,18,14,79
206,2017-11-27,2017-12-11,WAW,ICN,2331,KLM,18,14,79
207,2017-11-27,2017-12-11,WAW,ICN,2484,KLM,14,14,79
208,2017-11-27,2017-12-11,WAW,ICN,2498,Emirates,19,14,79
209,2017-11-27,2017-12-11,WAW,ICN,2525,Qatar Airways,16,14,79
210,2017-11-27,2017-12-11,WAW,ICN,2561,Etihad Airways,21,14,79
211,2017-11-27,2017-12-11,WAW,ICN,2663,Finnair,12,14,79
212,2017-11-27,2017-12-11,WAW,ICN,2777,Etihad Airways,21,14,79
213,2017-11-27,2017-12-11,WAW,ICN,3210,Czech Airlines,33,14,79
214,2017-11-27,2017-12-11,WAW,ICN,3210,Czech Airlines,33,14,79
215,2017-11-28,2017-12-12,WAW,ICN,2270,Czech Airlines,19,14,80
216,2017-11-28,2017-12-12,WAW,ICN,2270,Czech Airlines,19,14,80
217,2017-11-28,2017-12-12,WAW,ICN,2498,Emirates,19,14,80
218,2017-11-28,2017-12-12,WAW,ICN,2561,Etihad Airways,21,14,80
219,2017-11-28,2017-12-12,WAW,ICN,2777,Etihad Airways,21,14,80
220,2017-11-28,2017-12-12,WAW,ICN,3025,Czech Airlines,14,14,80
221,2017-11-28,2017-12-12,WAW,ICN,3025,Czech Airlines,14,14,80
222,2017-11-28,2017-12-12,WAW,ICN,3210,Czech Airlines,33,14,80
223,2017-11-28,2017-12-12,WAW,ICN,3210,Czech Airlines,33,14,80
224,2017-11-29,2017-12-13,WAW,ICN,1830,KLM,25,14,81
225,2017-11-29,2017-12-13,WAW,ICN,1847,KLM,14,14,81
226,2017-11-29,2017-12-13,WAW,ICN,1848,Air France,17,14,81
227,2017-11-29,2017-12-13,WAW,ICN,2561,Etihad Airways,21,14,81
228,2017-11-29,2017-12-13,WAW,ICN,2593,Emirates,19,14,81
229,2017-11-29,2017-12-13,WAW,ICN,2663,Finnair,12,14,81
230,2017-11-29,2017-12-13,WAW,ICN,2777,Etihad Airways,21,14,81
231,2017-11-29,2017-12-13,WAW,ICN,3210,Czech Airlines,33,14,81
232,2017-11-29,2017-12-13,WAW,ICN,3210,Czech Airlines,33,14,81
233,2017-11-29,2017-12-13,WAW,ICN,3381,Korean Air,14,14,81
234,2018-03-01,2018-03-22,WAW,ICN,2331,KLM,18,21,173
235,2018-03-01,2018-03-22,WAW,ICN,2501,KLM,14,21,173
236,2018-03-01,2018-03-22,WAW,ICN,2663,Finnair,12,21,173
237,2018-03-01,2018-03-22,WAW,ICN,2668,KLM,18,21,173
238,2018-03-01,2018-03-22,WAW,ICN,2678,Emirates,25,21,173
239,2018-03-01,2018-03-22,WAW,ICN,3066,LOT,9,21,173
240,2018-03-01,2018-03-22,WAW,ICN,3867,Air China,36,21,173
241,2018-03-01,2018-03-22,WAW,ICN,4410,Czech Airlines,19,21,173
242,2018-03-01,2018-03-22,WAW,ICN,32725,Emirates,19,21,173
243,2018-03-01,2018-03-22,WAW,ICN,57431,Delta,39,21,173
244,2018-03-03,2018-03-24,WAW,ICN,2675,Qatar Airways,16,21,175
245,2018-03-03,2018-03-24,WAW,ICN,2687,Qatar Airways,16,21,175
246,2018-03-03,2018-03-24,WAW,ICN,2882,Air France,17,21,175
247,2018-03-03,2018-03-24,WAW,ICN,2888,Emirates,19,21,175
248,2018-03-03,2018-03-24,WAW,ICN,3033,KLM,18,21,175
249,2018-03-03,2018-03-24,WAW,ICN,3038,Finnair,12,21,175
250,2018-03-03,2018-03-24,WAW,ICN,3705,KLM,25,21,175
251,2018-03-03,2018-03-24,WAW,ICN,5350,Czech Airlines,14,21,175
252,2018-03-03,2018-03-24,WAW,ICN,32725,Emirates,19,21,175
253,2018-03-03,2018-03-24,WAW,ICN,59300,Delta,32,21,175
254,2018-03-04,2018-03-25,WAW,ICN,2698,Emirates,19,21,176
255,2018-03-04,2018-03-25,WAW,ICN,3163,Finnair,12,21,176
256,2018-03-04,2018-03-25,WAW,ICN,3348,KLM,18,21,176
257,2018-03-04,2018-03-25,WAW,ICN,3743,Air China,19,21,176
258,2018-03-04,2018-03-25,WAW,ICN,3830,KLM,25,21,176
259,2018-03-04,2018-03-25,WAW,ICN,4043,KLM,14,21,176
260,2018-03-04,2018-03-25,WAW,ICN,4158,Air China,19,21,176
261,2018-03-04,2018-03-25,WAW,ICN,4623,Czech Airlines,33,21,176
262,2018-03-04,2018-03-25,WAW,ICN,32725,Emirates,19,21,176
263,2018-03-04,2018-03-25,WAW,ICN,57431,Delta,39,21,176
264,2018-03-05,2018-03-26,WAW,ICN,2525,Qatar Airways,16,21,177
265,2018-03-05,2018-03-26,WAW,ICN,2537,Qatar Airways,16,21,177
266,2018-03-05,2018-03-26,WAW,ICN,2663,Finnair,12,21,177
267,2018-03-05,2018-03-26,WAW,ICN,2822,KLM,18,21,177
268,2018-03-05,2018-03-26,WAW,ICN,3033,KLM,14,21,177
269,2018-03-05,2018-03-26,WAW,ICN,3210,Czech Airlines,33,21,177
270,2018-03-05,2018-03-26,WAW,ICN,3245,KLM,25,21,177
271,2018-03-05,2018-03-26,WAW,ICN,3278,Emirates,19,21,177
272,2018-03-05,2018-03-26,WAW,ICN,32725,Emirates,19,21,177
273,2018-03-05,2018-03-26,WAW,ICN,55126,Delta,39,21,177
274,2018-03-06,2018-03-27,WAW,ICN,1763,KLM,18,21,178
275,2018-03-06,2018-03-27,WAW,ICN,1768,KLM,18,21,178
276,2018-03-06,2018-03-27,WAW,ICN,1772,Air France,18,21,178
277,2018-03-06,2018-03-27,WAW,ICN,1830,KLM,19,21,178
278,2018-03-06,2018-03-27,WAW,ICN,1847,KLM,14,21,178
279,2018-03-06,2018-03-27,WAW,ICN,2270,Czech Airlines,19,21,178
280,2018-03-06,2018-03-27,WAW,ICN,2375,Air France,18,21,178
281,2018-03-06,2018-03-27,WAW,ICN,2663,Finnair,12,21,178
282,2018-03-06,2018-03-27,WAW,ICN,3278,Emirates,19,21,178
283,2018-03-06,2018-03-27,WAW,ICN,7080,Air Canada,49,21,178
284,2018-03-07,2018-03-28,WAW,ICN,2166,KLM,18,21,179
285,2018-03-07,2018-03-28,WAW,ICN,2184,KLM,18,21,179
286,2018-03-07,2018-03-28,WAW,ICN,2214,KLM,25,21,179
287,2018-03-07,2018-03-28,WAW,ICN,2498,Emirates,19,21,179
288,2018-03-07,2018-03-28,WAW,ICN,2525,Qatar Airways,16,21,179
289,2018-03-07,2018-03-28,WAW,ICN,2537,Qatar Airways,16,21,179
290,2018-03-07,2018-03-28,WAW,ICN,2913,Finnair,12,21,179
291,2018-03-08,2018-03-29,WAW,ICN,2406,KLM,25,21,180
292,2018-03-08,2018-03-29,WAW,ICN,2498,Emirates,19,21,180
293,2018-03-08,2018-03-29,WAW,ICN,2502,KLM,25,21,180
294,2018-03-08,2018-03-29,WAW,ICN,2555,KLM,25,21,180
295,2018-03-08,2018-03-29,WAW,ICN,2645,LOT,9,21,180
296,2018-03-08,2018-03-29,WAW,ICN,2663,Finnair,12,21,180
297,2018-03-08,2018-03-29,WAW,ICN,2891,Turkish Airlines,21,21,180
298,2018-03-08,2018-03-29,WAW,ICN,2900,Czech Airlines,19,21,180
299,2018-03-08,2018-03-29,WAW,ICN,32725,Emirates,25,21,180
300,2018-03-08,2018-03-29,WAW,ICN,56995,Delta,39,21,180
301,2018-03-09,2018-03-30,WAW,ICN,1756,Air France,17,21,181
302,2018-03-09,2018-03-30,WAW,ICN,2675,Qatar Airways,21,21,181
303,2018-03-09,2018-03-30,WAW,ICN,2878,Emirates,19,21,181
304,2018-03-09,2018-03-30,WAW,ICN,2991,LOT,9,21,181
305,2018-03-09,2018-03-30,WAW,ICN,3038,Finnair,12,21,181
306,2018-03-09,2018-03-30,WAW,ICN,3157,KLM,18,21,181
307,2018-03-09,2018-03-30,WAW,ICN,3323,KLM,18,21,181
308,2018-03-09,2018-03-30,WAW,ICN,3580,KLM,14,21,181
309,2018-03-09,2018-03-30,WAW,ICN,4150,Czech Airlines,33,21,181
310,2018-03-11,2018-04-01,WAW,ICN,2618,Turkish Airlines,21,21,183
311,2018-03-11,2018-04-01,WAW,ICN,2649,KLM,25,21,183
312,2018-03-11,2018-04-01,WAW,ICN,2663,Finnair,12,21,183
313,2018-03-11,2018-04-01,WAW,ICN,2793,Emirates,19,21,183
314,2018-03-11,2018-04-01,WAW,ICN,2819,KLM,15,21,183
315,2018-03-11,2018-04-01,WAW,ICN,2843,Turkish Airlines,19,21,183
316,2018-03-11,2018-04-01,WAW,ICN,3746,KLM,25,21,183
317,2018-03-11,2018-04-01,WAW,ICN,4623,Czech Airlines,33,21,183
318,2018-03-11,2018-04-01,WAW,ICN,32725,Emirates,19,21,183
319,2018-03-11,2018-04-01,WAW,ICN,57431,Delta,38,21,183
320,2018-03-12,2018-04-02,WAW,ICN,2498,Emirates,19,21,184
321,2018-03-12,2018-04-02,WAW,ICN,2525,Qatar Airways,16,21,184
322,2018-03-12,2018-04-02,WAW,ICN,2537,Qatar Airways,16,21,184
323,2018-03-12,2018-04-02,WAW,ICN,2668,KLM,18,21,184
324,2018-03-12,2018-04-02,WAW,ICN,2693,KLM,18,21,184
325,2018-03-12,2018-04-02,WAW,ICN,2788,Finnair,12,21,184
326,2018-03-12,2018-04-02,WAW,ICN,2838,KLM,14,21,184
327,2018-03-12,2018-04-02,WAW,ICN,3435,Czech Airlines,33,21,184
328,2018-03-12,2018-04-02,WAW,ICN,32725,Emirates,19,21,184
329,2018-03-12,2018-04-02,WAW,ICN,55126,Delta,38,21,184
330,2018-03-13,2018-04-03,WAW,ICN,2270,Czech Airlines,14,21,185
331,2018-03-13,2018-04-03,WAW,ICN,2388,KLM,19,21,185
332,2018-03-13,2018-04-03,WAW,ICN,2498,Emirates,19,21,185
333,2018-03-13,2018-04-03,WAW,ICN,2520,KLM,25,21,185
334,2018-03-13,2018-04-03,WAW,ICN,2536,KLM,25,21,185
335,2018-03-13,2018-04-03,WAW,ICN,2788,Finnair,12,21,185
336,2018-03-13,2018-04-03,WAW,ICN,3381,Korean Air,14,21,185
337,2018-03-13,2018-04-03,WAW,ICN,32725,Emirates,19,21,185
338,2018-03-13,2018-04-03,WAW,ICN,55126,Delta,38,21,185
339,2018-03-13,2018-04-03,WAW,ICN,55141,Delta,37,21,185
340,2018-03-14,2018-04-04,WAW,ICN,1862,Air France,17,21,186
341,2018-03-14,2018-04-04,WAW,ICN,2063,Lufthansa,18,21,186
342,2018-03-14,2018-04-04,WAW,ICN,2498,Emirates,19,21,186
343,2018-03-14,2018-04-04,WAW,ICN,2525,Qatar Airways,16,21,186
344,2018-03-14,2018-04-04,WAW,ICN,2537,Qatar Airways,16,21,186
345,2018-03-14,2018-04-04,WAW,ICN,2663,Finnair,12,21,186
346,2018-03-14,2018-04-04,WAW,ICN,2668,KLM,18,21,186
347,2018-03-14,2018-04-04,WAW,ICN,2693,KLM,18,21,186
348,2018-03-14,2018-04-04,WAW,ICN,2815,KLM,14,21,186
349,2018-03-14,2018-04-04,WAW,ICN,3210,Czech Airlines,33,21,186
350,2018-03-15,2018-04-05,WAW,ICN,2270,Czech Airlines,14,21,187
351,2018-03-15,2018-04-05,WAW,ICN,2484,KLM,25,21,187
352,2018-03-15,2018-04-05,WAW,ICN,2520,LOT,9,21,187
353,2018-03-15,2018-04-05,WAW,ICN,2822,KLM,14,21,187
354,2018-03-15,2018-04-05,WAW,ICN,2913,Finnair,12,21,187
355,2018-03-15,2018-04-05,WAW,ICN,2978,Emirates,19,21,187
356,2018-03-15,2018-04-05,WAW,ICN,3381,Korean Air,14,21,187
357,2018-03-15,2018-04-05,WAW,ICN,3492,KLM,25,21,187
358,2018-03-15,2018-04-05,WAW,ICN,32725,Emirates,25,21,187
359,2018-03-15,2018-04-05,WAW,ICN,56995,Delta,38,21,187
360,2017-11-01,2017-11-05,WAW,ICN,1755,Air China,14,4,53
361,2017-11-01,2017-11-05,WAW,ICN,1817,Air China,17,4,53
362,2017-11-01,2017-11-05,WAW,ICN,1755,Air China,17,4,53
363,2017-11-01,2017-11-05,WAW,ICN,1755,Air China,19,4,53
